;CO_TAZID,CO_IDX,TOTHH,HHPOP,HHSize,TOTEMP,RETEMP,INDEMP,OTHEMP,ALLEMP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,AGRI,MING,CONS,HBJ,USTM_SF,USTM_MF,USTM_RV,SEC_HOME,CABIN,CONDO,HOTEL,AVGINCOME,Enrol_Elem,Enrol_Midl,Enrol_High,CO_FIPS,SUBAREAID,CO_NAME,DISTLRG,DLRG_NAME,DISTMED,DMED_NAME,DISTSML,DSML_NAME,CITY_NAME
43239,239,45,109,2.42,6,0,1,5,33,0,0,0,1,5,0,0,0,0,0,20,7,135,0,0,64,71,0,0,140668,0,0,0,43,4,SUMMIT,2,Eastern Summit,7,North Summit,79,Summit County,Balance of Summit County
43240,240,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43241,241,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43242,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43243,243,1,3,3,3,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,124821,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43244,244,9,16,1.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,250,0,0,130,120,0,0,95200,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43245,245,44,81,1.84,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,1252,0,0,648,604,0,0,95200,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43246,246,14,50,3.57,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,5,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43247,247,7,27,3.86,46,0,0,46,47,0,0,0,0,0,0,0,46,0,0,0,1,6,0,0,1,5,0,0,100952,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43248,248,28,51,1.82,5,0,5,0,10,0,0,0,5,0,0,0,0,0,0,0,5,813,0,0,414,399,0,0,95200,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43249,249,31,106,3.42,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,5,63,0,0,19,44,0,0,87083,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43250,250,35,65,1.86,8,0,0,8,18,0,0,0,0,8,0,0,0,0,0,4,6,1010,0,0,517,493,0,0,95200,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43251,251,5,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,166,0,0,78,88,0,0,95200,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43252,252,1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,87083,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,142,Kamas,Kamas
43253,253,29,99,3.41,4,0,4,0,12,0,0,4,0,0,0,0,0,0,0,3,5,18,0,0,18,0,0,0,87083,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43254,254,57,178,3.12,71,0,0,71,90,0,0,0,0,32,18,0,21,0,0,9,10,61,0,0,61,0,0,0,93264,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93264,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43256,256,43,132,3.07,1,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,7,117,0,0,45,72,0,0,93264,0,0,0,43,4,SUMMIT,2,Eastern Summit,8,Uintas,79,Summit County,Balance of Summit County
43257,257,0,0,0,37,5,0,32,37,5,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43258,258,0,0,0,16,0,0,16,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43259,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43260,260,0,0,0,365,52,265,48,365,52,0,262,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43261,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167778,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43262,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154223,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43263,263,16,39,2.44,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,24,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43265,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43266,266,12,29,2.42,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,16,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43267,267,36,88,2.44,3,0,0,3,9,0,0,0,0,0,0,0,3,0,0,0,6,51,0,0,51,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43268,268,6,16,2.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,9,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43269,269,32,78,2.44,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,44,0,0,44,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43270,270,32,78,2.44,12,6,1,5,17,0,6,0,1,0,2,0,3,0,0,0,5,46,0,0,46,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43271,271,36,88,2.44,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,6,52,64,0,52,0,64,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43272,272,7,18,2.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,38,0,11,0,38,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43273,273,16,39,2.44,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,24,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43274,274,3,8,2.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,6,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167778,0,0,0,43,4,SUMMIT,1,Snyderville Basin,2,Silver Creek,79,Summit County,Balance of Summit County
43276,276,0,0,0,234,234,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43278,278,0,0,0,34,0,23,11,50,0,0,0,23,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43279,279,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43280,280,0,0,0,111,0,0,111,111,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43283,283,10,23,2.3,458,47,14,397,593,47,0,4,10,96,4,13,284,0,0,133,2,13,22,0,13,0,22,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43284,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140668,0,0,0,43,4,SUMMIT,1,Snyderville Basin,5,Highland Promontory,79,Summit County,Balance of Summit County
43285,285,114,294,2.58,52,0,0,52,77,0,0,0,0,11,0,1,40,0,0,6,19,31,0,0,31,0,0,0,158056,0,0,0,43,4,SUMMIT,1,Snyderville Basin,2,Silver Creek,79,Summit County,Balance of Summit County
43286,286,52,135,2.6,258,0,0,258,345,0,0,0,0,5,240,5,8,0,0,78,9,14,0,0,14,0,0,0,158056,0,0,0,43,4,SUMMIT,1,Snyderville Basin,2,Silver Creek,79,Summit County,Balance of Summit County
43287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158056,0,0,0,43,4,SUMMIT,1,Snyderville Basin,2,Silver Creek,79,Summit County,Balance of Summit County
43288,288,132,319,2.42,111,0,0,111,133,0,0,0,0,0,111,0,0,0,0,0,22,5,0,0,5,0,0,0,146430,351,71,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43289,289,0,0,0,194,194,0,0,194,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141925,0,0,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43290,290,596,1437,2.41,109,0,9,100,217,0,0,0,9,13,4,0,83,0,0,8,100,25,238,0,25,0,238,0,145240,0,0,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43291,291,0,0,0,480,188,121,171,480,125,63,110,11,64,4,57,46,0,0,0,0,0,0,0,0,0,0,0,162366,0,0,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43292,292,170,458,2.69,138,0,1,137,166,0,0,0,1,21,96,9,11,0,0,0,28,23,55,0,23,0,55,0,162366,88,30,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43293,293,79,212,2.68,23,1,3,19,36,1,0,0,3,8,0,0,11,0,0,0,13,11,0,0,11,0,0,0,187390,0,0,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43294,294,89,240,2.7,14,6,0,8,30,0,6,0,0,0,0,5,3,0,0,1,15,12,15,0,12,0,15,0,162366,0,0,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43295,295,17,46,2.71,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,2,0,4,0,162366,0,0,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43296,296,89,289,3.25,49,0,0,49,65,0,0,0,0,3,0,3,43,0,0,1,15,22,61,0,22,0,61,0,300000,0,0,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43297,297,0,0,0,222,0,60,162,222,0,0,0,60,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,666,0,43,4,SUMMIT,1,Snyderville Basin,1,Sum Jer Pine,79,Summit County,Balance of Summit County
43298,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,147699,0,0,0,43,4,SUMMIT,1,Snyderville Basin,3,Kimball Snyder,79,Summit County,Balance of Summit County
43299,299,12,28,2.33,98,0,0,98,100,0,0,0,0,37,7,0,54,0,0,0,2,38,256,0,38,0,256,0,300000,0,0,0,43,4,SUMMIT,1,Snyderville Basin,3,Kimball Snyder,79,Summit County,Balance of Summit County
43300,300,67,148,2.21,16,0,3,13,27,0,0,0,3,13,0,0,0,0,0,0,11,21,34,0,21,0,34,0,107102,0,0,0,43,4,SUMMIT,1,Snyderville Basin,3,Kimball Snyder,79,Summit County,Balance of Summit County
43301,301,37,96,2.59,44,10,0,34,59,0,10,0,0,3,2,0,29,0,0,9,6,15,0,0,15,0,0,0,232212,0,0,0,43,4,SUMMIT,1,Snyderville Basin,4,Park City,136,Park City,Park City
43302,302,132,338,2.56,86,0,1,85,108,0,0,1,0,45,0,0,40,0,0,0,22,55,0,0,55,0,0,0,232212,0,0,0,43,4,SUMMIT,1,Snyderville Basin,4,Park City,136,Park City,Park City
